period,respondent,respondent-name,type,type-name,timezone,timezone-description,value,value-units
2026-03-08,FLA,Florida,NG,Net generation,Pacific,Pacific,634373,megawatthours
2026-03-08,FLA,Florida,TI,Total interchange,Arizona,Arizona,-29611,megawatthours
2026-03-08,FLA,Florida,TI,Total interchange,Central,Central,-28668,megawatthours
2026-03-08,FLA,Florida,TI,Total interchange,Eastern,Eastern,-28489,megawatthours
2026-03-08,FLA,Florida,TI,Total interchange,Mountain,Mountain,-28628,megawatthours
2026-03-08,FLA,Florida,TI,Total interchange,Pacific,Pacific,-28571,megawatthours
2026-03-08,FMPP,Florida Municipal Power Pool,D,Demand,Arizona,Arizona,48977,megawatthours
2026-03-08,FMPP,Florida Municipal Power Pool,D,Demand,Central,Central,47440,megawatthours
2026-03-08,FMPP,Florida Municipal Power Pool,D,Demand,Eastern,Eastern,47382,megawatthours
2026-03-08,FMPP,Florida Municipal Power Pool,D,Demand,Mountain,Mountain,47474,megawatthours
2026-03-08,FMPP,Florida Municipal Power Pool,D,Demand,Pacific,Pacific,47489,megawatthours
2026-03-08,FMPP,Florida Municipal Power Pool,DF,Day-ahead demand forecast,Arizona,Arizona,33993,megawatthours
2026-03-08,FMPP,Florida Municipal Power Pool,DF,Day-ahead demand forecast,Central,Central,31842,megawatthours
2026-03-08,FMPP,Florida Municipal Power Pool,DF,Day-ahead demand forecast,Eastern,Eastern,31782,megawatthours
2026-03-08,FMPP,Florida Municipal Power Pool,DF,Day-ahead demand forecast,Mountain,Mountain,32940,megawatthours
2026-03-08,FMPP,Florida Municipal Power Pool,DF,Day-ahead demand forecast,Pacific,Pacific,32985,megawatthours
2026-03-08,FMPP,Florida Municipal Power Pool,NG,Net generation,Arizona,Arizona,42276,megawatthours
2026-03-08,FMPP,Florida Municipal Power Pool,NG,Net generation,Central,Central,40900,megawatthours
2026-03-08,FMPP,Florida Municipal Power Pool,NG,Net generation,Eastern,Eastern,40836,megawatthours
2026-03-08,FMPP,Florida Municipal Power Pool,NG,Net generation,Mountain,Mountain,40971,megawatthours
2026-03-08,FMPP,Florida Municipal Power Pool,NG,Net generation,Pacific,Pacific,41009,megawatthours
2026-03-08,FMPP,Florida Municipal Power Pool,TI,Total interchange,Arizona,Arizona,-6701,megawatthours
2026-03-08,FMPP,Florida Municipal Power Pool,TI,Total interchange,Central,Central,-6540,megawatthours
2026-03-08,FMPP,Florida Municipal Power Pool,TI,Total interchange,Eastern,Eastern,-6546,megawatthours
2026-03-08,FMPP,Florida Municipal Power Pool,TI,Total interchange,Mountain,Mountain,-6503,megawatthours
2026-03-08,FMPP,Florida Municipal Power Pool,TI,Total interchange,Pacific,Pacific,-6480,megawatthours
2026-03-08,FPC,"Duke Energy Florida, Inc.",D,Demand,Arizona,Arizona,145612,megawatthours
2026-03-08,FPC,"Duke Energy Florida, Inc.",D,Demand,Central,Central,141074,megawatthours
2026-03-08,FPC,"Duke Energy Florida, Inc.",D,Demand,Eastern,Eastern,140917,megawatthours
2026-03-08,FPC,"Duke Energy Florida, Inc.",D,Demand,Mountain,Mountain,141146,megawatthours
2026-03-08,FPC,"Duke Energy Florida, Inc.",D,Demand,Pacific,Pacific,141253,megawatthours
2026-03-08,FPC,"Duke Energy Florida, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,111433,megawatthours
2026-03-08,FPC,"Duke Energy Florida, Inc.",DF,Day-ahead demand forecast,Central,Central,107911,megawatthours
2026-03-08,FPC,"Duke Energy Florida, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,107775,megawatthours
2026-03-08,FPC,"Duke Energy Florida, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,107985,megawatthours
2026-03-08,FPC,"Duke Energy Florida, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,108203,megawatthours
2026-03-08,FPC,"Duke Energy Florida, Inc.",NG,Net generation,Arizona,Arizona,118128,megawatthours
2026-03-08,FPC,"Duke Energy Florida, Inc.",NG,Net generation,Central,Central,114365,megawatthours
2026-03-08,FPC,"Duke Energy Florida, Inc.",NG,Net generation,Eastern,Eastern,114290,megawatthours
2026-03-08,FPC,"Duke Energy Florida, Inc.",NG,Net generation,Mountain,Mountain,114451,megawatthours
2026-03-08,FPC,"Duke Energy Florida, Inc.",NG,Net generation,Pacific,Pacific,114636,megawatthours
2026-03-08,FPC,"Duke Energy Florida, Inc.",TI,Total interchange,Arizona,Arizona,-27484,megawatthours
2026-03-08,FPC,"Duke Energy Florida, Inc.",TI,Total interchange,Central,Central,-26709,megawatthours
2026-03-08,FPC,"Duke Energy Florida, Inc.",TI,Total interchange,Eastern,Eastern,-26627,megawatthours
2026-03-08,FPC,"Duke Energy Florida, Inc.",TI,Total interchange,Mountain,Mountain,-26695,megawatthours
2026-03-08,FPC,"Duke Energy Florida, Inc.",TI,Total interchange,Pacific,Pacific,-26617,megawatthours
2026-03-08,FPL,Florida Power & Light Co.,D,Demand,Arizona,Arizona,368276,megawatthours
2026-03-08,FPL,Florida Power & Light Co.,D,Demand,Central,Central,356794,megawatthours
2026-03-08,FPL,Florida Power & Light Co.,D,Demand,Eastern,Eastern,356592,megawatthours
2026-03-08,FPL,Florida Power & Light Co.,D,Demand,Mountain,Mountain,356876,megawatthours
2026-03-08,FPL,Florida Power & Light Co.,D,Demand,Pacific,Pacific,356235,megawatthours
2026-03-08,FPL,Florida Power & Light Co.,DF,Day-ahead demand forecast,Arizona,Arizona,357086,megawatthours
2026-03-08,FPL,Florida Power & Light Co.,DF,Day-ahead demand forecast,Pacific,Pacific,357086,megawatthours
2026-03-08,FPL,Florida Power & Light Co.,NG,Net generation,Arizona,Arizona,373510,megawatthours
2026-03-08,FPL,Florida Power & Light Co.,NG,Net generation,Central,Central,363015,megawatthours
2026-03-08,FPL,Florida Power & Light Co.,NG,Net generation,Eastern,Eastern,362888,megawatthours
2026-03-08,FPL,Florida Power & Light Co.,NG,Net generation,Mountain,Mountain,362072,megawatthours
2026-03-08,FPL,Florida Power & Light Co.,NG,Net generation,Pacific,Pacific,361408,megawatthours
2026-03-08,FPL,Florida Power & Light Co.,TI,Total interchange,Arizona,Arizona,5230,megawatthours
2026-03-08,FPL,Florida Power & Light Co.,TI,Total interchange,Central,Central,5168,megawatthours
2026-03-08,FPL,Florida Power & Light Co.,TI,Total interchange,Eastern,Eastern,5243,megawatthours
2026-03-08,FPL,Florida Power & Light Co.,TI,Total interchange,Mountain,Mountain,5192,megawatthours
2026-03-08,FPL,Florida Power & Light Co.,TI,Total interchange,Pacific,Pacific,5217,megawatthours
2026-03-08,GCPD,"Public Utility District No. 2 of Grant County, Washington",D,Demand,Arizona,Arizona,15756,megawatthours
2026-03-08,GCPD,"Public Utility District No. 2 of Grant County, Washington",D,Demand,Central,Central,15042,megawatthours
2026-03-08,GCPD,"Public Utility District No. 2 of Grant County, Washington",D,Demand,Eastern,Eastern,15013,megawatthours
2026-03-08,GCPD,"Public Utility District No. 2 of Grant County, Washington",D,Demand,Mountain,Mountain,15080,megawatthours
2026-03-08,GCPD,"Public Utility District No. 2 of Grant County, Washington",D,Demand,Pacific,Pacific,15119,megawatthours
2026-03-08,GCPD,"Public Utility District No. 2 of Grant County, Washington",DF,Day-ahead demand forecast,Arizona,Arizona,15021,megawatthours
2026-03-08,GCPD,"Public Utility District No. 2 of Grant County, Washington",NG,Net generation,Arizona,Arizona,27102,megawatthours
2026-03-08,GCPD,"Public Utility District No. 2 of Grant County, Washington",NG,Net generation,Central,Central,25494,megawatthours
2026-03-08,GCPD,"Public Utility District No. 2 of Grant County, Washington",NG,Net generation,Eastern,Eastern,25417,megawatthours
2026-03-08,GCPD,"Public Utility District No. 2 of Grant County, Washington",NG,Net generation,Mountain,Mountain,25606,megawatthours
2026-03-08,GCPD,"Public Utility District No. 2 of Grant County, Washington",NG,Net generation,Pacific,Pacific,25666,megawatthours
2026-03-08,GCPD,"Public Utility District No. 2 of Grant County, Washington",TI,Total interchange,Arizona,Arizona,10693,megawatthours
2026-03-08,GRID,"Gridforce Energy Management, LLC",NG,Net generation,Arizona,Arizona,28467,megawatthours
2026-03-08,GRID,"Gridforce Energy Management, LLC",NG,Net generation,Central,Central,27195,megawatthours
2026-03-08,GRID,"Gridforce Energy Management, LLC",NG,Net generation,Eastern,Eastern,27135,megawatthours
2026-03-08,GRID,"Gridforce Energy Management, LLC",NG,Net generation,Mountain,Mountain,27051,megawatthours
2026-03-08,GRID,"Gridforce Energy Management, LLC",NG,Net generation,Pacific,Pacific,26937,megawatthours
2026-03-08,GWA,"NaturEner Power Watch, LLC",NG,Net generation,Arizona,Arizona,1397,megawatthours
2026-03-08,GWA,"NaturEner Power Watch, LLC",NG,Net generation,Central,Central,1430,megawatthours
2026-03-08,GWA,"NaturEner Power Watch, LLC",NG,Net generation,Eastern,Eastern,1481,megawatthours
2026-03-08,GWA,"NaturEner Power Watch, LLC",NG,Net generation,Mountain,Mountain,1395,megawatthours
2026-03-08,GWA,"NaturEner Power Watch, LLC",NG,Net generation,Pacific,Pacific,1296,megawatthours
2026-03-08,GWA,"NaturEner Power Watch, LLC",TI,Total interchange,Arizona,Arizona,1386,megawatthours
2026-03-08,GWA,"NaturEner Power Watch, LLC",TI,Total interchange,Central,Central,1423,megawatthours
2026-03-08,GWA,"NaturEner Power Watch, LLC",TI,Total interchange,Eastern,Eastern,1477,megawatthours
2026-03-08,GWA,"NaturEner Power Watch, LLC",TI,Total interchange,Mountain,Mountain,1385,megawatthours
2026-03-08,GWA,"NaturEner Power Watch, LLC",TI,Total interchange,Pacific,Pacific,1285,megawatthours
2026-03-08,HST,City of Homestead,D,Demand,Arizona,Arizona,1764,megawatthours
2026-03-08,HST,City of Homestead,D,Demand,Central,Central,1709,megawatthours
2026-03-08,HST,City of Homestead,D,Demand,Eastern,Eastern,1709,megawatthours
2026-03-08,HST,City of Homestead,D,Demand,Mountain,Mountain,1709,megawatthours
2026-03-08,HST,City of Homestead,D,Demand,Pacific,Pacific,1710,megawatthours
2026-03-08,HST,City of Homestead,DF,Day-ahead demand forecast,Arizona,Arizona,1705,megawatthours
2026-03-08,HST,City of Homestead,DF,Day-ahead demand forecast,Central,Central,1647,megawatthours
2026-03-08,HST,City of Homestead,DF,Day-ahead demand forecast,Eastern,Eastern,1641,megawatthours
2026-03-08,HST,City of Homestead,DF,Day-ahead demand forecast,Mountain,Mountain,1645,megawatthours
2026-03-08,HST,City of Homestead,DF,Day-ahead demand forecast,Pacific,Pacific,1648,megawatthours
2026-03-08,HST,City of Homestead,NG,Net generation,Arizona,Arizona,0,megawatthours
2026-03-08,HST,City of Homestead,NG,Net generation,Central,Central,0,megawatthours
2026-03-08,HST,City of Homestead,NG,Net generation,Eastern,Eastern,0,megawatthours
2026-03-08,HST,City of Homestead,NG,Net generation,Mountain,Mountain,0,megawatthours
2026-03-08,HST,City of Homestead,NG,Net generation,Pacific,Pacific,0,megawatthours
2026-03-08,HST,City of Homestead,TI,Total interchange,Arizona,Arizona,-1764,megawatthours
2026-03-08,HST,City of Homestead,TI,Total interchange,Central,Central,-1709,megawatthours
2026-03-08,HST,City of Homestead,TI,Total interchange,Eastern,Eastern,-1709,megawatthours
2026-03-08,HST,City of Homestead,TI,Total interchange,Mountain,Mountain,-1709,megawatthours
2026-03-08,HST,City of Homestead,TI,Total interchange,Pacific,Pacific,-1710,megawatthours
2026-03-08,IID,Imperial Irrigation District,D,Demand,Arizona,Arizona,7091,megawatthours
2026-03-08,IID,Imperial Irrigation District,D,Demand,Central,Central,6670,megawatthours
2026-03-08,IID,Imperial Irrigation District,D,Demand,Eastern,Eastern,6587,megawatthours
2026-03-08,IID,Imperial Irrigation District,D,Demand,Mountain,Mountain,6752,megawatthours
2026-03-08,IID,Imperial Irrigation District,D,Demand,Pacific,Pacific,6815,megawatthours
2026-03-08,IID,Imperial Irrigation District,DF,Day-ahead demand forecast,Arizona,Arizona,6641,megawatthours
2026-03-08,IID,Imperial Irrigation District,DF,Day-ahead demand forecast,Central,Central,6271,megawatthours
2026-03-08,IID,Imperial Irrigation District,DF,Day-ahead demand forecast,Eastern,Eastern,6197,megawatthours
2026-03-08,IID,Imperial Irrigation District,DF,Day-ahead demand forecast,Mountain,Mountain,6331,megawatthours
2026-03-08,IID,Imperial Irrigation District,DF,Day-ahead demand forecast,Pacific,Pacific,6379,megawatthours
2026-03-08,IID,Imperial Irrigation District,NG,Net generation,Arizona,Arizona,15559,megawatthours
2026-03-08,IID,Imperial Irrigation District,NG,Net generation,Central,Central,15088,megawatthours
2026-03-08,IID,Imperial Irrigation District,NG,Net generation,Eastern,Eastern,15134,megawatthours
2026-03-08,IID,Imperial Irrigation District,NG,Net generation,Mountain,Mountain,15090,megawatthours
2026-03-08,IID,Imperial Irrigation District,NG,Net generation,Pacific,Pacific,15065,megawatthours
2026-03-08,IID,Imperial Irrigation District,TI,Total interchange,Arizona,Arizona,8264,megawatthours
2026-03-08,IID,Imperial Irrigation District,TI,Total interchange,Central,Central,8185,megawatthours
2026-03-08,IID,Imperial Irrigation District,TI,Total interchange,Eastern,Eastern,8312,megawatthours
2026-03-08,IID,Imperial Irrigation District,TI,Total interchange,Mountain,Mountain,8106,megawatthours
2026-03-08,IID,Imperial Irrigation District,TI,Total interchange,Pacific,Pacific,8015,megawatthours
2026-03-08,IPCO,Idaho Power Company,D,Demand,Arizona,Arizona,40920,megawatthours
2026-03-08,IPCO,Idaho Power Company,D,Demand,Central,Central,39536,megawatthours
2026-03-08,IPCO,Idaho Power Company,D,Demand,Eastern,Eastern,39616,megawatthours
2026-03-08,IPCO,Idaho Power Company,D,Demand,Mountain,Mountain,39415,megawatthours
2026-03-08,IPCO,Idaho Power Company,D,Demand,Pacific,Pacific,39281,megawatthours
2026-03-08,IPCO,Idaho Power Company,DF,Day-ahead demand forecast,Arizona,Arizona,44000,megawatthours
2026-03-08,IPCO,Idaho Power Company,DF,Day-ahead demand forecast,Central,Central,42280,megawatthours
2026-03-08,IPCO,Idaho Power Company,DF,Day-ahead demand forecast,Eastern,Eastern,42257,megawatthours
2026-03-08,IPCO,Idaho Power Company,DF,Day-ahead demand forecast,Mountain,Mountain,42304,megawatthours
2026-03-08,IPCO,Idaho Power Company,DF,Day-ahead demand forecast,Pacific,Pacific,42317,megawatthours
2026-03-08,IPCO,Idaho Power Company,NG,Net generation,Arizona,Arizona,26968,megawatthours
2026-03-08,IPCO,Idaho Power Company,NG,Net generation,Central,Central,25970,megawatthours
2026-03-08,IPCO,Idaho Power Company,NG,Net generation,Eastern,Eastern,26118,megawatthours
2026-03-08,IPCO,Idaho Power Company,NG,Net generation,Mountain,Mountain,25862,megawatthours
2026-03-08,IPCO,Idaho Power Company,NG,Net generation,Pacific,Pacific,25786,megawatthours
2026-03-08,IPCO,Idaho Power Company,TI,Total interchange,Arizona,Arizona,-13952,megawatthours
2026-03-08,IPCO,Idaho Power Company,TI,Total interchange,Central,Central,-13566,megawatthours
2026-03-08,IPCO,Idaho Power Company,TI,Total interchange,Eastern,Eastern,-13498,megawatthours
2026-03-08,IPCO,Idaho Power Company,TI,Total interchange,Mountain,Mountain,-13553,megawatthours
2026-03-08,IPCO,Idaho Power Company,TI,Total interchange,Pacific,Pacific,-13495,megawatthours
2026-03-08,ISNE,ISO New England,D,Demand,Arizona,Arizona,291251,megawatthours
2026-03-08,ISNE,ISO New England,D,Demand,Central,Central,280681,megawatthours
2026-03-08,ISNE,ISO New England,D,Demand,Eastern,Eastern,281421,megawatthours
2026-03-08,ISNE,ISO New England,D,Demand,Mountain,Mountain,280122,megawatthours
2026-03-08,ISNE,ISO New England,D,Demand,Pacific,Pacific,279803,megawatthours
2026-03-08,ISNE,ISO New England,DF,Day-ahead demand forecast,Arizona,Arizona,277620,megawatthours
2026-03-08,ISNE,ISO New England,DF,Day-ahead demand forecast,Central,Central,267990,megawatthours
2026-03-08,ISNE,ISO New England,DF,Day-ahead demand forecast,Eastern,Eastern,268740,megawatthours
2026-03-08,ISNE,ISO New England,DF,Day-ahead demand forecast,Mountain,Mountain,267460,megawatthours
2026-03-08,ISNE,ISO New England,DF,Day-ahead demand forecast,Pacific,Pacific,266850,megawatthours
2026-03-08,ISNE,ISO New England,NG,Net generation,Arizona,Arizona,255361,megawatthours
2026-03-08,ISNE,ISO New England,NG,Net generation,Central,Central,245735,megawatthours
2026-03-08,ISNE,ISO New England,NG,Net generation,Eastern,Eastern,246555,megawatthours
2026-03-08,ISNE,ISO New England,NG,Net generation,Mountain,Mountain,245464,megawatthours
2026-03-08,ISNE,ISO New England,NG,Net generation,Pacific,Pacific,245442,megawatthours
2026-03-08,ISNE,ISO New England,TI,Total interchange,Arizona,Arizona,-35890,megawatthours
2026-03-08,ISNE,ISO New England,TI,Total interchange,Central,Central,-34946,megawatthours
2026-03-08,ISNE,ISO New England,TI,Total interchange,Eastern,Eastern,-34866,megawatthours
2026-03-08,ISNE,ISO New England,TI,Total interchange,Mountain,Mountain,-34658,megawatthours
2026-03-08,ISNE,ISO New England,TI,Total interchange,Pacific,Pacific,-34361,megawatthours
2026-03-08,JEA,JEA,D,Demand,Arizona,Arizona,32715,megawatthours
2026-03-08,JEA,JEA,D,Demand,Central,Central,31750,megawatthours
2026-03-08,JEA,JEA,D,Demand,Eastern,Eastern,31845,megawatthours
2026-03-08,JEA,JEA,D,Demand,Mountain,Mountain,31723,megawatthours
2026-03-08,JEA,JEA,D,Demand,Pacific,Pacific,31694,megawatthours
2026-03-08,JEA,JEA,NG,Net generation,Arizona,Arizona,22021,megawatthours
2026-03-08,JEA,JEA,NG,Net generation,Central,Central,21348,megawatthours
2026-03-08,JEA,JEA,NG,Net generation,Eastern,Eastern,21353,megawatthours
2026-03-08,JEA,JEA,NG,Net generation,Mountain,Mountain,21364,megawatthours
2026-03-08,JEA,JEA,NG,Net generation,Pacific,Pacific,21355,megawatthours
2026-03-08,LDWP,Los Angeles Department of Water and Power,D,Demand,Arizona,Arizona,62596,megawatthours
2026-03-08,LDWP,Los Angeles Department of Water and Power,D,Demand,Central,Central,59378,megawatthours
2026-03-08,LDWP,Los Angeles Department of Water and Power,D,Demand,Eastern,Eastern,58840,megawatthours
2026-03-08,LDWP,Los Angeles Department of Water and Power,D,Demand,Mountain,Mountain,59860,megawatthours
